taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
9585359	Empidonax wrightii S.F.Baird, 1858	9585359	Empidonax wrightii S.F.Baird, 1858	84	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Empidonax	2482766	Empidonax wrightii	9585359	LC
5230812	Vermivora virginiae (S.F.Baird, 1860)	8314699	Leiothlypis virginiae (S.F.Baird, 1860)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis virginiae	8314699	
5229406	Arenaria melanocephala (Vigors, 1829)	5229406	Arenaria melanocephala (Vigors, 1829)	290	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Arenaria	2481774	Arenaria melanocephala	5229406	LC
2480272	Haematopus bachmani Audubon, 1838	2480272	Haematopus bachmani Audubon, 1838	323	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Haematopodidae	4287243	Haematopus	2480260	Haematopus bachmani	2480272	
2498252	Alopochen aegyptiaca (Linnaeus, 1766)	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Alopochen	2498251	Alopochen aegyptiaca	2498252	LC
2484879	Sitta canadensis Linnaeus, 1766	2484879	Sitta canadensis Linnaeus, 1766	64388	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sittidae	5283	Sitta	2484878	Sitta canadensis	2484879	LC
5229675	Tyrannus verticalis Say, 1823	5229675	Tyrannus verticalis Say, 1823	114	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus verticalis	5229675	LC
9751099	Cairina moschata (Linnaeus, 1758)	9751099	Cairina moschata (Linnaeus, 1758)	707	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cairina	2498282	Cairina moschata	9751099	LC
2489932	Dendroica petechia (Linnaeus, 1766)	7341834	Setophaga petechia (Linnaeus, 1766)	168	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga petechia	7341834	
2483612	Sayornis nigricans (Swainson, 1827)	2483612	Sayornis nigricans (Swainson, 1827)	8751	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Sayornis	2483605	Sayornis nigricans	2483612	LC
2491961	Aimophila ruficeps (Cassin, 1852)	2491961	Aimophila ruficeps (Cassin, 1852)	892	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Aimophila	2491916	Aimophila ruficeps	2491961	LC
2480273	Haematopus palliatus Temminck, 1820	2480273	Haematopus palliatus Temminck, 1820	490	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Haematopodidae	4287243	Haematopus	2480260	Haematopus palliatus	2480273	LC
2481006	Falco femoralis Temminck, 1822	2481006	Falco femoralis Temminck, 1822	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco femoralis	2481006	LC
2489914	Dendroica magnolia (A.Wilson, 1811)	6093209	Setophaga magnolia (A.Wilson, 1811)	13	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga magnolia	6093209	
5231438	Troglodytes troglodytes (Linnaeus, 1758)	5231438	Troglodytes troglodytes (Linnaeus, 1758)	7916	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Troglodytes	2493899	Troglodytes troglodytes	5231438	LC
5228136	Porphyrio martinica (Linnaeus, 1766)	5228136	Porphyrio martinica (Linnaeus, 1766)	251	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio martinica	5228136	LC
2489989	Icteria virens (Linnaeus, 1758)	2489989	Icteria virens (Linnaeus, 1758)	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Icteria	2489988	Icteria virens	2489989	LC
9606290	Meleagris gallopavo Linnaeus, 1758	9606290	Meleagris gallopavo Linnaeus, 1758	19550	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Meleagris	2473548	Meleagris gallopavo	9606290	LC
2476674	Calypte anna (R.Lesson, 1829)	2476674	Calypte anna (R.Lesson, 1829)	23499	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Calypte	2476673	Calypte anna	2476674	LC
2496211	Crotophaga sulcirostris Swainson, 1827	2496211	Crotophaga sulcirostris Swainson, 1827	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Crotophaga	2496208	Crotophaga sulcirostris	2496211	LC
5229882	Icterus cucullatus Swainson, 1827	5229882	Icterus cucullatus Swainson, 1827	63	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus cucullatus	5229882	LC
2487793	Poecile hudsonicus (J.R.Forster, 1772)	2487793	Poecile hudsonicus (J.R.Forster, 1772)	2113	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Poecile	2487782	Poecile hudsonicus	2487793	LC
2491718	Plectrophenax hyperboreus Ridgway, 1884	2491718	Plectrophenax hyperboreus Ridgway, 1884	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Plectrophenax	2491717	Plectrophenax hyperboreus	2491718	LC
2496209	Crotophaga ani Linnaeus, 1758	2496209	Crotophaga ani Linnaeus, 1758	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Crotophaga	2496208	Crotophaga ani	2496209	LC
2482394	Aphelocoma Cabanis, 1851	2482394	Aphelocoma Cabanis, 1851	655	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Aphelocoma	2482394			
2480566	Buteo regalis (G.R.Gray, 1844)	2480566	Buteo regalis (G.R.Gray, 1844)	593	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo regalis	2480566	LC
2495414	Columba livia J.F.Gmelin, 1789	2495414	Columba livia J.F.Gmelin, 1789	55943	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columba	2495404	Columba livia	2495414	LC
2493598	Lonchura punctulata (Linnaeus, 1758)	2493598	Lonchura punctulata (Linnaeus, 1758)	102	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Lonchura	2493593	Lonchura punctulata	2493598	LC
2479089	Aratinga acuticaudata (Vieillot, 1818)	2479089	Aratinga acuticaudata (Vieillot, 1818)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Aratinga	2479088	Aratinga acuticaudata	2479089	LC
2475474	Ceryle alcyon (Linnaeus, 1758)	2475472	Megaceryle alcyon (Linnaeus, 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Megaceryle	2475462	Megaceryle alcyon	2475472	
2497035	Chordeiles minor (J.R.Forster, 1771)	2497035	Chordeiles minor (J.R.Forster, 1771)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Chordeiles	2497027	Chordeiles minor	2497035	LC
2487782	Poecile Kaup, 1829	2487782	Poecile Kaup, 1829	3	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Poecile	2487782			
2487600	Polioptila californica Brewster, 1881	2487600	Polioptila californica Brewster, 1881	66	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Polioptilidae	5789066	Polioptila	2487581	Polioptila californica	2487600	LC
9537647	Mergus merganser Linnaeus, 1758	9537647	Mergus merganser Linnaeus, 1758	9638	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mergus	2498368	Mergus merganser	9537647	LC
5229387	Philomachus pugnax (Linnaeus, 1758)	8250742	Calidris pugnax (Linnaeus, 1758)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris pugnax	8250742	
2491080	Ammodramus leconteii (Audubon, 1844)	2491081	Ammospiza leconteii (Audubon, 1844)	129	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Ammospiza	2491739	Ammospiza leconteii	2491081	
2473421	Lagopus lagopus (Linnaeus, 1758)	2473421	Lagopus lagopus (Linnaeus, 1758)	115	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Lagopus	2473369	Lagopus lagopus	2473421	LC
5229687	Tyrannus forficatus (Gmelin, 1789)	5229687	Tyrannus forficatus (Gmelin, 1789)	69	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus forficatus	5229687	LC
5231677	Mimus polyglottos (Linnaeus, 1758)	5231677	Mimus polyglottos (Linnaeus, 1758)	112523	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Mimus	2494919	Mimus polyglottos	5231677	LC
2491678	Calcarius lapponicus (Linnaeus, 1758)	2491678	Calcarius lapponicus (Linnaeus, 1758)	551	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Calcarius	2491676	Calcarius lapponicus	2491678	LC
2481209	Rynchops niger Linnaeus, 1758	2481209	Rynchops niger Linnaeus, 1758	627	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Rynchops	2481206	Rynchops niger	2481209	LC
2490481	Rhodothraupis celaeno (Deppe, 1830)	2490481	Rhodothraupis celaeno (Deppe, 1830)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Rhodothraupis	2490480	Rhodothraupis celaeno	2490481	LC
2497295	Asio flammeus (Pontoppidan, 1763)	2497295	Asio flammeus (Pontoppidan, 1763)	557	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Asio	8373955	Asio flammeus	2497295	LC
2498257	Aythya affinis (Eyton, 1838)	2498257	Aythya affinis (Eyton, 1838)	6426	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya affinis	2498257	LC
2480719	Ictinia mississippiensis (A.Wilson, 1811)	2480719	Ictinia mississippiensis (A.Wilson, 1811)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Ictinia	2480718	Ictinia mississippiensis	2480719	LC
2489882	Dendroica townsendi (J.K.Townsend, 1837)	6092651	Setophaga townsendi (J.K.Townsend, 1837)	2354	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga townsendi	6092651	
2487453	Vireo flavifrons Vieillot, 1808	2487453	Vireo flavifrons Vieillot, 1808	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo flavifrons	2487453	LC
2482044	Tachybaptus dominicus (Linnaeus, 1766)	2482044	Tachybaptus dominicus (Linnaeus, 1766)	240	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Tachybaptus	2482040	Tachybaptus dominicus	2482044	LC
2481146	Larus californicus Lawrence, 1854	2481146	Larus californicus Lawrence, 1854	4023	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus californicus	2481146	LC
9656686	Larus occidentalis Audubon, 1839	9656686	Larus occidentalis Audubon, 1839	2486	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus occidentalis	9656686	LC
2479104	Aratinga erythrogenys (Lesson, 1844)	2479104	Aratinga erythrogenys (Lesson, 1844)	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Aratinga	2479088	Aratinga erythrogenys	2479104	NT
5228183	Coturnicops noveboracensis (Gmelin, 1789)	5228183	Coturnicops noveboracensis (Gmelin, 1789)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Coturnicops	5429281	Coturnicops noveboracensis	5228183	LC
9733156	Tringa incana (J.F.Gmelin, 1789)	9733156	Tringa incana (J.F.Gmelin, 1789)	47	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa incana	9733156	LC
2493626	Lonchura malacca (Linnaeus, 1766)	2493626	Lonchura malacca (Linnaeus, 1766)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Lonchura	2493593	Lonchura malacca	2493626	LC
9367409	Sterna hirundo Linnaeus, 1758	9367409	Sterna hirundo Linnaeus, 1758	125	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna hirundo	9367409	LC
2476483	Amazilia yucatanensis (S.Cabot, 1845)	2476483	Amazilia yucatanensis (S.Cabot, 1845)	383	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Amazilia	2476407	Amazilia yucatanensis	2476483	LC
2480651	Buteogallus anthracinus (Deppe, 1830)	2480651	Buteogallus anthracinus (Deppe, 1830)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteogallus	2480650	Buteogallus anthracinus	2480651	LC
2491893	Calamospiza melanocorys Stejneger, 1885	2491893	Calamospiza melanocorys Stejneger, 1885	156	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Calamospiza	2491892	Calamospiza melanocorys	2491893	LC
2474386	Fulica alai Peale, 1848	2474386	Fulica alai Peale, 1848	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Fulica	2474376	Fulica alai	2474386	NT
2494739	Carduelis psaltria (Say, 1822)	5231647	Spinus psaltria (Say, 1822)	17083	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Spinus	8051475	Spinus psaltria	5231647	
2476852	Selasphorus sasin (R.Lesson, 1829)	2476852	Selasphorus sasin (R.Lesson, 1829)	1862	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Selasphorus	2476843	Selasphorus sasin	2476852	LC
2491923	Aimophila carpalis (Coues, 1873)	7341576	Peucaea carpalis Coues, 1873	71	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Peucaea	7341543	Peucaea carpalis	7341576	
5228514	Archilochus colubris (Linnaeus, 1758)	5228514	Archilochus colubris (Linnaeus, 1758)	1457	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Archilochus	2476402	Archilochus colubris	5228514	LC
2482791	Empidonax minimus (W.M.Baird & S.F.Baird, 1843)	2482791	Empidonax minimus (W.M.Baird & S.F.Baird, 1843)	28	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Empidonax	2482766	Empidonax minimus	2482791	LC
2477736	Picoides arizonae (Hargitt, 1886)	8721784	Leuconotopicus arizonae (Hargitt, 1886)	43	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Leuconotopicus	4845041	Leuconotopicus arizonae	8721784	
2498111	Anas penelope Linnaeus, 1758	8000602	Mareca penelope (Linnaeus, 1758)	492	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca penelope	8000602	
2498265	Aythya marila (Linnaeus, 1761)	2498265	Aythya marila (Linnaeus, 1761)	2462	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya marila	2498265	LC
2491728	Pooecetes gramineus (J.F.Gmelin, 1789)	2491728	Pooecetes gramineus (J.F.Gmelin, 1789)	1075	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Pooecetes	2491727	Pooecetes gramineus	2491728	LC
2490327	Passerina cyanea (Linnaeus, 1766)	2490327	Passerina cyanea (Linnaeus, 1766)	446	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Passerina	2490326	Passerina cyanea	2490327	LC
5229662	Tyrannus melancholicus Vieillot, 1819	5229662	Tyrannus melancholicus Vieillot, 1819	53	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus melancholicus	5229662	LC
5231240	Oenanthe oenanthe (Linnaeus, 1758)	5231240	Oenanthe oenanthe (Linnaeus, 1758)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe oenanthe	5231240	LC
2480506	Aquila chrysaetos (Linnaeus, 1758)	2480506	Aquila chrysaetos (Linnaeus, 1758)	1846	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila chrysaetos	2480506	LC
2488485	Piranga rubra (Linnaeus, 1758)	2488485	Piranga rubra (Linnaeus, 1758)	153	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga rubra	2488485	LC
2478106	Melanerpes carolinus (Linnaeus, 1758)	2478106	Melanerpes carolinus (Linnaeus, 1758)	187568	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Melanerpes	2478067	Melanerpes carolinus	2478106	LC
5229204	Eudocimus ruber (Linnaeus, 1758)	5229204	Eudocimus ruber (Linnaeus, 1758)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Eudocimus	10629993	Eudocimus ruber	5229204	LC
2497894	Surnia ulula (Linnaeus, 1758)	2497894	Surnia ulula (Linnaeus, 1758)	217	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Surnia	2497893	Surnia ulula	2497894	LC
2481765	Calidris canutus (Linnaeus, 1758)	2481765	Calidris canutus (Linnaeus, 1758)	111	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris canutus	2481765	NT
2494446	Carpodacus mexicanus (P.L.Statius Müller, 1776)	8323485	Haemorhous mexicanus (P.L.Statius Müller, 1776)	260355	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Haemorhous	4844128	Haemorhous mexicanus	8323485	
2492081	Paroaria coronata (J.F.Miller, 1776)	2492081	Paroaria coronata (J.F.Miller, 1776)	204	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Paroaria	2492080	Paroaria coronata	2492081	LC
2498238	Melanitta fusca (Linnaeus, 1758)	2498238	Melanitta fusca (Linnaeus, 1758)	935	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta fusca	2498238	VU
2477813	Picoides scalaris (Wagler, 1829)	8959883	Dryobates scalaris (Wagler, 1829)	2772	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryobates	8399994	Dryobates scalaris	8959883	
2482593	Cyanocitta cristata (Linnaeus, 1758)	2482593	Cyanocitta cristata (Linnaeus, 1758)	273411	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Cyanocitta	2482592	Cyanocitta cristata	2482593	LC
2480726	Pandion haliaetus (Linnaeus, 1758)	2480726	Pandion haliaetus (Linnaeus, 1758)	7910	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Pandionidae	4408414	Pandion	2480725	Pandion haliaetus	2480726	LC
2480953	Nyctanassa violacea (Linnaeus, 1758)	2480953	Nyctanassa violacea (Linnaeus, 1758)	508	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nyctanassa	2480952	Nyctanassa violacea	2480953	LC
2489785	Basileuterus rufifrons (Swainson, 1838)	2489785	Basileuterus rufifrons (Swainson, 1838)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Basileuterus	2489731	Basileuterus rufifrons	2489785	LC
2480524	Buteo lagopus (Pontoppidan, 1763)	2480524	Buteo lagopus (Pontoppidan, 1763)	3632	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo lagopus	2480524	LC
2498162	Chen canagica (Sevastianov, 1802)	2498163	Anser canagicus (Sevastianov, 1802)	45	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser canagicus	2498163	
2481364	Phaethon lepturus Daudin, 1802	2481364	Phaethon lepturus Daudin, 1802	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phaethontiformes	7190987	Phaethontidae	5267	Phaethon	2481360	Phaethon lepturus	2481364	LC
9415596	Eremophila alpestris (Linnaeus, 1758)	9415596	Eremophila alpestris (Linnaeus, 1758)	4912	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Eremophila	2490615	Eremophila alpestris	9415596	LC
2480292	Charadrius montanus J.K.Townsend, 1837	2480292	Charadrius montanus J.K.Townsend, 1837	28	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius montanus	2480292	NT
2487456	Vireo solitarius (A.Wilson, 1810)	2487456	Vireo solitarius (A.Wilson, 1810)	1232	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo solitarius	2487456	LC
2482032	Aechmophorus clarkii (Lawrence, 1858)	2482032	Aechmophorus clarkii (Lawrence, 1858)	269	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Aechmophorus	2482031	Aechmophorus clarkii	2482032	LC
2484183	Euphagus cyanocephalus (Wagler, 1829)	2484183	Euphagus cyanocephalus (Wagler, 1829)	8509	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Euphagus	2484182	Euphagus cyanocephalus	2484183	LC
2487887	Baeolophus bicolor (Linnaeus, 1766)	2487887	Baeolophus bicolor (Linnaeus, 1766)	241781	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Baeolophus	2487886	Baeolophus bicolor	2487887	LC
2491872	Passerella iliaca (Merrem, 1786)	2491872	Passerella iliaca (Merrem, 1786)	17134	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Passerella	2491871	Passerella iliaca	2491872	LC
9316	Laridae	9316	Laridae	855	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316					
5230861	Passerina amoena (Say, 1822)	5230861	Passerina amoena (Say, 1822)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Passerina	2490326	Passerina amoena	5230861	LC
2498387	Aix sponsa (Linnaeus, 1758)	2498387	Aix sponsa (Linnaeus, 1758)	8750	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix sponsa	2498387	LC
9629160	Loxia curvirostra Linnaeus, 1758	9629160	Loxia curvirostra Linnaeus, 1758	1483	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Loxia	2494150	Loxia curvirostra	9629160	LC
2489730	Parula americana (Linnaeus, 1758)	6093345	Setophaga americana (Linnaeus, 1758)	419	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga americana	6093345	
2481621	Stercorarius parasiticus (Linnaeus, 1758)	2481621	Stercorarius parasiticus (Linnaeus, 1758)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius parasiticus	2481621	LC
2493462	Garrulax pectoralis (Gould, 1836)	2493462	Garrulax pectoralis (Gould, 1836)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Garrulax	2493438	Garrulax pectoralis	2493462	LC
2495696	Streptopelia decaocto (Frivaldszky, 1838)	2495696	Streptopelia decaocto (Frivaldszky, 1838)	12538	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia decaocto	2495696	LC
5230810	Vermivora peregrina (A.Wilson, 1811)	7415507	Leiothlypis peregrina (A.Wilson, 1811)	8	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis peregrina	7415507	
2491684	Calcarius pictus (Swainson, 1832)	2491684	Calcarius pictus (Swainson, 1832)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Calcariidae	6101141	Calcarius	2491676	Calcarius pictus	2491684	LC
