taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2481172	Larus marinus Linnaeus, 1758	2481172	Larus marinus Linnaeus, 1758	4618	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus marinus	2481172	LC
2491276	Pipilo chlorurus (Audubon, 1839)	2491276	Pipilo chlorurus (Audubon, 1839)	263	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Pipilo	2491204	Pipilo chlorurus	2491276	LC
2486151	Pycnonotus jocosus (Linnaeus, 1758)	2486151	Pycnonotus jocosus (Linnaeus, 1758)	105	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Pycnonotus	2486114	Pycnonotus jocosus	2486151	LC
2489590	Seiurus aurocapilla (Linnaeus, 1766)	2489590	Seiurus aurocapilla (Linnaeus, 1766)	383	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Seiurus	2489584	Seiurus aurocapilla	2489590	LC
2489585	Seiurus noveboracensis (J.F.Gmelin, 1789)	6093856	Parkesia noveboracensis (J.F.Gmelin, 1789)	60	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Parkesia	6093857	Parkesia noveboracensis	6093856	
2481608	Stercorarius Brisson, 1760	2481608	Stercorarius Brisson, 1760	2	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608			
5229390	Phalaropus fulicarius (Linnaeus, 1758)	5229390	Phalaropus fulicarius (Linnaeus, 1758)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus fulicarius	5229390	LC
2494136	Loxioides bailleui Oustalet, 1877	2494136	Loxioides bailleui Oustalet, 1877	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Loxioides	2494135	Loxioides bailleui	2494136	CR
9399113	Phalacrocorax brasilianus (Gmelin, 1789)	9399113	Phalacrocorax brasilianus (Gmelin, 1789)	662	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Phalacrocoracidae	5268	Phalacrocorax	2481854	Phalacrocorax brasilianus	9399113	LC
2481920	Gymnogyps californianus (Shaw, 1797)	2481920	Gymnogyps californianus (Shaw, 1797)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Cathartidae	3242141	Gymnogyps	2481919	Gymnogyps californianus	2481920	CR
2497240	Athene cunicularia (Molina, 1782)	2497240	Athene cunicularia (Molina, 1782)	287	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Athene	2497239	Athene cunicularia	2497240	LC
2481684	Limosa fedoa (Linnaeus, 1758)	2481684	Limosa fedoa (Linnaeus, 1758)	600	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limosa	2481679	Limosa fedoa	2481684	VU
2498072	Anas wyvilliana P.L.Sclater, 1878	2498072	Anas wyvilliana P.L.Sclater, 1878	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas wyvilliana	2498072	VU
2482800	Empidonax hammondii (Xantus de Vesey, 1858)	2482800	Empidonax hammondii (Xantus de Vesey, 1858)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Empidonax	2482766	Empidonax hammondii	2482800	LC
2481134	Larus delawarensis Ord, 1815	2481134	Larus delawarensis Ord, 1815	27085	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus delawarensis	2481134	LC
2489910	Dendroica palmarum (J.F.Gmelin, 1789)	7341822	Setophaga palmarum (J.F.Gmelin, 1789)	4531	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga palmarum	7341822	
2490935	Sialia currucoides (Bechstein, 1798)	2490935	Sialia currucoides (Bechstein, 1798)	813	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Sialia	2490934	Sialia currucoides	2490935	LC
5228612	Chaetura vauxi (J.K.Townsend, 1839)	5228612	Chaetura vauxi (J.K.Townsend, 1839)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Chaetura	2477150	Chaetura vauxi	5228612	LC
2480542	Buteo jamaicensis (Gmelin, 1788)	2480542	Buteo jamaicensis (Gmelin, 1788)	76515	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo jamaicensis	2480542	LC
2474416	Porphyrio porphyrio (Linnaeus, 1758)	2474416	Porphyrio porphyrio (Linnaeus, 1758)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio porphyrio	2474416	LC
5959231	Ara ararauna (Linnaeus, 1758)	5959231	Ara ararauna (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara ararauna	5959231	LC
2475472	Megaceryle alcyon (Linnaeus, 1758)	2475472	Megaceryle alcyon (Linnaeus, 1758)	16645	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Megaceryle	2475462	Megaceryle alcyon	2475472	LC
2476844	Selasphorus platycercus (Swainson, 1827)	2476844	Selasphorus platycercus (Swainson, 1827)	112	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Selasphorus	2476843	Selasphorus platycercus	2476844	LC
2481776	Arenaria interpres (Linnaeus, 1758)	2481776	Arenaria interpres (Linnaeus, 1758)	897	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Arenaria	2481774	Arenaria interpres	2481776	NT
2493479	Garrulax canorus (Linnaeus, 1758)	2493479	Garrulax canorus (Linnaeus, 1758)	27	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Garrulax	2493438	Garrulax canorus	2493479	LC
5228080	Callipepla californica (Shaw, 1798)	5228080	Callipepla californica (Shaw, 1798)	8179	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Odontophoridae	9325	Callipepla	2474205	Callipepla californica	5228080	LC
2483607	Sayornis saya (Bonaparte, 1825)	2483607	Sayornis saya (Bonaparte, 1825)	2533	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Sayornis	2483605	Sayornis saya	2483607	LC
9709230	Pipilo maculatus Swainson, 1827	9709230	Pipilo maculatus Swainson, 1827	22749	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Pipilo	2491204	Pipilo maculatus	9709230	LC
2484907	Sitta pygmaea Vigors, 1839	2484907	Sitta pygmaea Vigors, 1839	3450	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sittidae	5283	Sitta	2484878	Sitta pygmaea	2484907	LC
2490849	Myadestes townsendi (Audubon, 1838)	2490849	Myadestes townsendi (Audubon, 1838)	2066	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Myadestes	2490834	Myadestes townsendi	2490849	LC
2495303	Patagioenas flavirostris (Wagler, 1831)	2495303	Patagioenas flavirostris (Wagler, 1831)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Patagioenas	2495265	Patagioenas flavirostris	2495303	LC
11008339	Anas penelope x americana	10863734	Mareca americana x penelope	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mareca	2498314	Mareca americana x penelope	10863734	
5228072	Callipepla gambelii (Gambel, 1843)	5228072	Callipepla gambelii (Gambel, 1843)	4525	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Odontophoridae	9325	Callipepla	2474205	Callipepla gambelii	5228072	LC
9520263	Jacana spinosa (Linnaeus, 1758)	9520263	Jacana spinosa (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Jacanidae	9314	Jacana	2481845	Jacana spinosa	9520263	LC
2498089	Anas clypeata Linnaeus, 1758	8332393	Spatula clypeata (Linnaeus, 1758)	5323	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Spatula	4850990	Spatula clypeata	8332393	
2490810	Catharus guttatus (Pallas, 1811)	2490810	Catharus guttatus (Pallas, 1811)	10717	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Catharus	2490799	Catharus guttatus	2490810	LC
5739298	Aegolius funereus (Linnaeus, 1758)	5739298	Aegolius funereus (Linnaeus, 1758)	54	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Aegolius	8095667	Aegolius funereus	5739298	LC
5229935	Icterus spurius (Linnaeus, 1766)	5229935	Icterus spurius (Linnaeus, 1766)	27	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282	Icterus spurius	5229935	LC
11327316	Cairina muschata	9751099	Cairina moschata (Linnaeus, 1758)	245	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cairina	2498282	Cairina moschata	9751099	
2491082	Ammodramus caudacutus (J.F.Gmelin, 1788)	2491087	Ammospiza caudacuta (J.F.Gmelin, 1788)	45	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Ammospiza	2491739	Ammospiza caudacuta	2491087	
5231474	Campylorhynchus brunneicapillus (Lafresnaye, 1835)	5231474	Campylorhynchus brunneicapillus (Lafresnaye, 1835)	3593	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Campylorhynchus	2493929	Campylorhynchus brunneicapillus	5231474	LC
6176	Icteridae	6176	Icteridae	186	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176					
4843144	Antrostomus Bonaparte, 1838	4843144	Antrostomus Bonaparte, 1838	88	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Antrostomus	4843144			
2480972	Sula sula (Linnaeus, 1766)	2480972	Sula sula (Linnaeus, 1766)	21	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Sula	2480966	Sula sula	2480972	LC
2490268	Anthus spragueii (Audubon, 1844)	2490268	Anthus spragueii (Audubon, 1844)	42	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus spragueii	2490268	VU
5228571	Hylocharis leucotis (Vieillot, 1818)	2476836	Basilinna leucotis (Vieillot, 1818)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Basilinna	2476765	Basilinna leucotis	2476836	
9616953	Glaucidium gnoma Wagler, 1832	9616953	Glaucidium gnoma Wagler, 1832	301	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Glaucidium	2497151	Glaucidium gnoma	9616953	LC
2478133	Melanerpes formicivorus (Swainson, 1827)	2478133	Melanerpes formicivorus (Swainson, 1827)	4615	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Melanerpes	2478067	Melanerpes formicivorus	2478133	LC
2481236	Hydroprogne caspia (Pallas, 1770)	2481236	Hydroprogne caspia (Pallas, 1770)	630	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Hydroprogne	2481219	Hydroprogne caspia	2481236	LC
2480189	Fregata magnificens Mathews, 1914	2480189	Fregata magnificens Mathews, 1914	74	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Fregatidae	5241	Fregata	2480184	Fregata magnificens	2480189	LC
2492096	Spizella pusilla (A.Wilson, 1810)	2492096	Spizella pusilla (A.Wilson, 1810)	15938	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Spizella	2492093	Spizella pusilla	2492096	LC
2479153	Aratinga mitrata (Tschudi, 1844)	2479153	Aratinga mitrata (Tschudi, 1844)	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Aratinga	2479088	Aratinga mitrata	2479153	LC
2494612	Hemignathus flavus (A.Bloxam, 1827)	8021975	Chlorodrepanis flava (A.Bloxam, 1827)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Chlorodrepanis	4848624	Chlorodrepanis flava	8021975	
9630752	Ardea herodias Linnaeus, 1758	9630752	Ardea herodias Linnaeus, 1758	36166	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea herodias	9630752	LC
5227839	Francolinus pondicerianus (J.F.Gmelin, 1789)	11273070	Ortygornis pondicerianus (J.F.Gmelin, 1789)	46	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Ortygornis	4847799	Ortygornis pondicerianus	11273070	
5231688	Toxostoma curvirostre (Swainson, 1827)	5231688	Toxostoma curvirostre (Swainson, 1827)	4657	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Toxostoma	2494943	Toxostoma curvirostre	5231688	LC
2480863	Nycticorax nycticorax (Linnaeus, 1758)	2480863	Nycticorax nycticorax (Linnaeus, 1758)	2167	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nycticorax	2480856	Nycticorax nycticorax	2480863	LC
2474029	Alectoris chukar (J.E.Gray, 1830)	2474029	Alectoris chukar (J.E.Gray, 1830)	103	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Alectoris	2474025	Alectoris chukar	2474029	LC
5789298	Tringa semipalmata (J.F.Gmelin, 1789)	5789298	Tringa semipalmata (J.F.Gmelin, 1789)	1780	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa semipalmata	5789298	LC
2480562	Buteo swainsoni Bonaparte, 1838	2480562	Buteo swainsoni Bonaparte, 1838	73	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo swainsoni	2480562	LC
5230818	Vermivora celata (Say, 1822)	8169649	Leiothlypis celata (Say, 1822)	5345	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis celata	8169649	
5289	Trochilidae	5289	Trochilidae	53	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289					
2480461	Elanoides forficatus (Linnaeus, 1758)	2480461	Elanoides forficatus (Linnaeus, 1758)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanoides	2480460	Elanoides forficatus	2480461	LC
9375033	Plegadis chihi (Vieillot, 1817)	9375033	Plegadis chihi (Vieillot, 1817)	380	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Plegadis	8171676	Plegadis chihi	9375033	LC
2479623	Amazona autumnalis (Linnaeus, 1758)	2479623	Amazona autumnalis (Linnaeus, 1758)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Amazona	2479603	Amazona autumnalis	2479623	LC
2493558	Chamaea fasciata (Gambel, 1845)	2493558	Chamaea fasciata (Gambel, 1845)	1005	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Chamaea	2493557	Chamaea fasciata	2493558	LC
2497319	Megascops trichopsis (Wagler, 1832)	2497319	Megascops trichopsis (Wagler, 1832)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Megascops	2497318	Megascops trichopsis	2497319	LC
8996942	Cygnus Garsault, 1764	8996942	Cygnus Garsault, 1764	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	8996942			
5232464	Branta leucopsis (Bechstein, 1803)	5232464	Branta leucopsis (Bechstein, 1803)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta leucopsis	5232464	LC
2487430	Vireo olivaceus (Linnaeus, 1766)	2487430	Vireo olivaceus (Linnaeus, 1766)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Vireo	2487406	Vireo olivaceus	2487430	LC
2489655	Geothlypis poliocephala S.F.Baird, 1865	2489655	Geothlypis poliocephala S.F.Baird, 1865	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Geothlypis	2489637	Geothlypis poliocephala	2489655	LC
2481302	Ptychoramphus aleuticus (Pallas, 1811)	2481302	Ptychoramphus aleuticus (Pallas, 1811)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Ptychoramphus	2481301	Ptychoramphus aleuticus	2481302	NT
2493662	Estrilda troglodytes (Lichtenstein, 1823)	2493662	Estrilda troglodytes (Lichtenstein, 1823)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Estrilda	2493650	Estrilda troglodytes	2493662	LC
2481477	Pterodroma hasitata (Kuhl, 1820)	2481477	Pterodroma hasitata (Kuhl, 1820)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Pterodroma	2481443	Pterodroma hasitata	2481477	EN
5959228	Ara severus (Linnaeus, 1758)	5959228	Ara severus (Linnaeus, 1758)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara severus	5959228	LC
5229690	Tyrannus crassirostris Swainson, 1826	5229690	Tyrannus crassirostris Swainson, 1826	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus crassirostris	5229690	LC
2482009	Oceanodroma furcata (Gmelin, 1789)	2482009	Oceanodroma furcata (Gmelin, 1789)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Oceanodroma	2481998	Oceanodroma furcata	2482009	LC
2489913	Dendroica fusca (Statius Müller, 1776)	6093199	Setophaga fusca (Statius Müller, 1776)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga fusca	6093199	
5739290	Phalaropus lobatus (Linnaeus, 1758)	5739290	Phalaropus lobatus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus lobatus	5739290	LC
2481764	Calidris pusilla (Linnaeus, 1766)	2481764	Calidris pusilla (Linnaeus, 1766)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris pusilla	2481764	NT
5230817	Vermivora luciae (J.G.Cooper, 1861)	8293756	Leiothlypis luciae (J.G.Cooper, 1861)	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis luciae	8293756	
2480571	Chondrohierax uncinatus (Temminck, 1822)	2480571	Chondrohierax uncinatus (Temminck, 1822)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Chondrohierax	2480570	Chondrohierax uncinatus	2480571	LC
5229389	Phalaropus tricolor (Vieillot, 1819)	5229389	Phalaropus tricolor (Vieillot, 1819)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus tricolor	5229389	LC
2494582	Paroreomyza montana (S.B.Wilson, 1890)	2494582	Paroreomyza montana (S.B.Wilson, 1890)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Paroreomyza	2494578	Paroreomyza montana	2494582	EN
2484417	Dolichonyx oryzivorus (Linnaeus, 1758)	2484417	Dolichonyx oryzivorus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Dolichonyx	2484416	Dolichonyx oryzivorus	2484417	LC
5227717	Lagopus leucura (Richardson, 1831)	5227717	Lagopus leucura (Richardson, 1831)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Lagopus	2473369	Lagopus leucura	5227717	LC
2484282	Icterus Brisson, 1760	2484282	Icterus Brisson, 1760	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Icterus	2484282			
10061636	Larus argentatus x hyperboreus	10061636	Larus argentatus x hyperboreus	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus argentatus x hyperboreus	10061636	
2493623	Lonchura atricapilla (Vieillot, 1807)	2493623	Lonchura atricapilla (Vieillot, 1807)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Lonchura	2493593	Lonchura atricapilla	2493623	LC
2498016	Anser Brisson, 1760	2498016	Anser Brisson, 1760	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016			
2496294	Coccyzus minor (Gmelin, 1788)	2496294	Coccyzus minor (Gmelin, 1788)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Coccyzus	2496285	Coccyzus minor	2496294	LC
2481285	Thalasseus elegans (Gambel, 1849)	2481285	Thalasseus elegans (Gambel, 1849)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Thalasseus	9109074	Thalasseus elegans	2481285	NT
5789278	Onychoprion lunatus (Peale, 1848)	5789278	Onychoprion lunatus (Peale, 1848)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Onychoprion	3241980	Onychoprion lunatus	5789278	LC
2487837	Poecile sclateri (O.Kleinschmidt, 1897)	2487837	Poecile sclateri (O.Kleinschmidt, 1897)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paridae	9327	Poecile	2487782	Poecile sclateri	2487837	LC
9413670	Larus michahellis J.F.Naumann, 1840	9413670	Larus michahellis J.F.Naumann, 1840	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus michahellis	9413670	LC
2498285	Mergellus albellus (Linnaeus, 1758)	2498285	Mergellus albellus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mergellus	2498284	Mergellus albellus	2498285	LC
2491919	Aimophila quinquestriata (P.L.Sclater & Salvin, 1868)	11218039	Amphispizopsis quinquestriata (P.L.Sclater & Salvin, 1868)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Passerellidae	9410667	Amphispizopsis	4845943	Amphispizopsis quinquestriata	11218039	
2489160	Riparia riparia (Linnaeus, 1758)	2489160	Riparia riparia (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Riparia	2489158	Riparia riparia	2489160	LC
5229361	Puffinus lherminieri Lesson, 1839	5229361	Puffinus lherminieri Lesson, 1839	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Puffinus	5229335	Puffinus lherminieri	5229361	LC
2481357	Fratercula cirrhata (Pallas, 1769)	2481357	Fratercula cirrhata (Pallas, 1769)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Fratercula	2481352	Fratercula cirrhata	2481357	LC
2480518	Buteo magnirostris (Gmelin, 1788)	5844398	Rupornis magnirostris (Gmelin, 1788)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Rupornis	4850093	Rupornis magnirostris	5844398	
2490365	Cyanocompsa parellina (Bonaparte, 1850)	2490365	Cyanocompsa parellina (Bonaparte, 1850)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Cyanocompsa	2490364	Cyanocompsa parellina	2490365	LC
2484132	Quiscalus Vieillot, 1816	2484132	Quiscalus Vieillot, 1816	6	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Icteridae	6176	Quiscalus	2484132			
5229358	Puffinus creatopus Coues, 1864	5229358	Puffinus creatopus Coues, 1864	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Puffinus	5229335	Puffinus creatopus	5229358	VU
5230862	Passerina caerulea (Linnaeus, 1758)	5230862	Passerina caerulea (Linnaeus, 1758)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Passerina	2490326	Passerina caerulea	5230862	LC
